city,sna,sarea,tot_quantity,sbi_quantity,bemp,lat,lng,update_time_display,load_factor,status_color,scrape_time
New Taipei,YouBike2.0_中央昌仁路口,新莊區,14,12,2,25.05895,121.45355,20260615T205702,85.71428571428571,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_五工路68巷口,新莊區,25,0,25,25.062942,121.458836,20260615T205215,0.0,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_遠東動力企業總部(福營路),新莊區,30,2,27,25.03033,121.43045,20260615T204204,6.666666666666667,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_復興化成路口,新莊區,15,9,6,25.04457,121.46453,20260615T204204,60.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_新北市立圖書館新莊中港分館,新莊區,13,10,3,25.04643,121.45222,20260615T211203,76.92307692307693,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_登龍平面停車場,新莊區,32,28,4,25.03662,121.45654,20260615T211203,87.5,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_麗水富貴路口(聯合公園社區),新莊區,50,27,23,25.05697,121.45162,20260615T211403,54.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_新莊運動公園地下停車場,新莊區,14,0,14,25.043,121.44941,20260615T211403,0.0,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_民安國小(東側),新莊區,17,3,11,25.02259,121.42873,20260615T211004,17.647058823529413,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_長青公園,新莊區,11,7,4,25.04246,121.45662,20260615T211403,63.63636363636363,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_思源路192巷口,新莊區,23,2,21,25.04823,121.4601,20260615T210202,8.695652173913043,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_頭前運動公園(頭前路),新莊區,22,3,19,25.05237,121.46362,20260615T211004,13.636363636363635,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_黃城公園(中榮街),新莊區,11,8,1,25.05277,121.44883,20260615T211102,72.72727272727273,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_瓊泰市民活動中心,新莊區,15,11,4,25.02926,121.44312,20260615T211304,73.33333333333333,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_龍安福營路口,新莊區,15,2,13,25.02022,121.41931,20260615T210202,13.333333333333334,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_文中三平面停車場,新莊區,42,22,20,25.03739,121.43473,20260615T210403,52.38095238095239,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_福慧新知八路口,新莊區,20,2,17,25.06204,121.45519,20260615T210703,10.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_捷運幸福站(2號出口),新莊區,35,0,35,25.04955,121.46028,20260615T211416,0.0,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_幸福路753巷口,新莊區,19,11,6,25.04914,121.44834,20260615T211004,57.89473684210527,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_幸福路678巷口,新莊區,13,9,1,25.0492,121.45063,20260615T211102,69.23076923076923,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_天祥街31巷口(雍玥社區),新莊區,40,11,29,25.0286,121.41754,20260615T211203,27.500000000000004,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_中正思源路口(東北側),新莊區,45,2,43,25.03938,121.46103,20260615T211131,4.444444444444445,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_台水新莊服務所,新莊區,36,3,33,25.04152,121.46019,20260615T211403,8.333333333333332,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_中正思源路口(西南側),新莊區,46,14,32,25.03821,121.4595,20260615T211403,30.434782608695656,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_塭仔圳十米園道(新莊歐洲村),新莊區,35,18,17,25.05186,121.44247,20260615T210902,51.42857142857142,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_塭仔圳十米園道(幸福路口),新莊區,35,11,24,25.04972,121.44247,20260615T210603,31.428571428571427,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_昌盛橋,新莊區,20,6,14,25.04973,121.45317,20260615T210603,30.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_中平中榮街口,新莊區,17,3,7,25.05307,121.44464,20260615T211304,17.647058823529413,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_豐年陸橋,新莊區,18,14,1,25.02967,121.44754,20260615T205103,77.77777777777779,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_新莊棒球場(和興街),新莊區,37,13,23,25.04069,121.44654,20260615T211403,35.13513513513514,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_民安西路88巷口,新莊區,18,4,9,25.01912,121.42703,20260615T211403,22.22222222222222,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_民安西路468巷口,新莊區,25,4,21,25.00796,121.43176,20260615T211403,16.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_新莊快樂公園,新莊區,27,14,13,25.03033,121.44355,20260615T204302,51.85185185185185,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_五權一五工三路口,新莊區,20,7,12,25.06593,121.45797,20260615T210302,35.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_新樹路258巷口,新莊區,19,10,9,25.01525,121.43269,20260615T205504,52.63157894736842,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_思源路593巷口,新莊區,16,0,16,25.05954,121.45962,20260615T210716,0.0,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_福營國中,新莊區,15,9,6,25.02532,121.42198,20260615T211403,60.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_思源中原東路口(東南側),新莊區,35,2,33,25.05369,121.4601,20260615T211004,5.714285714285714,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_三多第1市民活動中心,樹林區,27,6,20,25.01637,121.40426,20260615T211203,22.22222222222222,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_俊興三龍街口,樹林區,21,4,17,25.01713,121.41828,20260615T204804,19.047619047619047,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_全球傳動科技公司,樹林區,20,6,14,25.0073,121.41496,20260615T203702,30.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_光華公園,樹林區,25,12,13,25.00557,121.41306,20260615T210603,48.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_樹林工業區,樹林區,33,10,23,25.00088,121.41608,20260615T211004,30.303030303030305,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_樹林大安站,樹林區,66,45,21,24.99738,121.42181,20260615T211304,68.18181818181817,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_文林國小(潭興街),樹林區,44,25,19,24.99828,121.42462,20260615T210703,56.81818181818182,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_樹林國民運動中心,樹林區,25,10,15,25.0042,121.42285,20260615T210504,40.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_俊英俊保路口,樹林區,20,11,7,25.0091,121.42487,20260615T211004,55.00000000000001,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_柑園國小,樹林區,14,5,9,24.95615,121.38966,20260615T210703,35.714285714285715,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_樹林藝文綜合行政大樓,樹林區,39,12,27,24.99602,121.42949,20260615T211403,30.76923076923077,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_民生親子公園,樹林區,20,5,15,24.99298,121.42819,20260615T205603,25.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_長壽親子公園,樹林區,26,3,22,24.9917,121.42203,20260615T210403,11.538461538461538,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_三鶯分區區務辦公室,樹林區,15,7,8,24.99007,121.41691,20260615T202202,46.666666666666664,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_樹林國小,樹林區,24,13,9,24.98886,121.41765,20260615T205802,54.166666666666664,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_樹林火車站(後站),樹林區,65,9,54,24.9917,121.42417,20260615T211304,13.846153846153847,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_中山新興街口,樹林區,30,9,20,24.97512,121.40049,20260615T204902,30.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_育德國小,樹林區,20,11,9,24.97062,121.3925,20260615T211004,55.00000000000001,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_文林國小,樹林區,23,14,9,24.9979,121.426,20260615T211203,60.86956521739131,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_南樹林火車站,樹林區,20,0,20,24.9802,121.409,20260615T204818,0.0,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_味王街,樹林區,26,8,18,24.9747,121.404,20260615T211102,30.76923076923077,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_中山八德街口,樹林區,20,7,13,24.98511,121.41761,20260615T211304,35.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_中山大安路口,樹林區,30,12,18,24.98286,121.41182,20260615T204603,40.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_彭福國小,樹林區,40,18,22,24.9804,121.4233,20260615T205203,45.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_大同國小,樹林區,30,20,10,24.98114,121.41683,20260615T210802,66.66666666666666,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_東陽市民活動中心,樹林區,30,15,15,24.98205,121.41224,20260615T205004,50.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_山佳火車站,樹林區,25,10,15,24.97271,121.39317,20260615T204103,40.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_學成大成路口,樹林區,37,5,31,24.94587,121.38236,20260615T210802,13.513513513513514,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_學成大義路口,樹林區,33,19,13,24.9453,121.37838,20260615T211102,57.57575757575758,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_森林公園,樹林區,30,8,22,24.94819,121.37975,20260615T211304,26.666666666666668,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_中山立仁街口,樹林區,21,9,12,24.9886,121.42178,20260615T210302,42.857142857142854,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_俊英街219巷口,樹林區,17,10,7,25.01294,121.42365,20260615T210102,58.82352941176471,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_柑園街一段51巷口,樹林區,18,8,10,24.96029,121.40316,20260615T210302,44.44444444444444,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_八德街東豐街口,樹林區,12,8,4,24.97427,121.41946,20260615T200305,66.66666666666666,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_學勤大有路口,樹林區,18,1,17,24.94864,121.38399,20260615T205816,5.555555555555555,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_三多國小,樹林區,26,2,24,25.01638,121.40701,20260615T211403,7.6923076923076925,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_樹林區公所,樹林區,37,0,37,24.98976,121.42477,20260615T205517,0.0,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_樹林大安活動中心,樹林區,44,10,34,24.98636,121.41489,20260615T211203,22.727272727272727,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_新北市立圖書館樹林東昇分館,樹林區,20,4,16,24.98379,121.41503,20260615T202304,20.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_億光電子(樹林高中),樹林區,41,4,36,24.98356,121.4236,20260615T205802,9.75609756097561,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_四維國凱街口(立天下社區),樹林區,44,10,34,24.97934,121.42241,20260615T202403,22.727272727272727,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_柑園五里聯合活動中心,樹林區,25,10,15,24.95096,121.38646,20260615T211403,40.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_中正保安街三段口,樹林區,11,8,3,25.01239,121.41274,20260615T205504,72.72727272727273,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_大安文化街口,樹林區,21,8,13,24.98962,121.41595,20260615T211203,38.095238095238095,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_中正千歲街口,樹林區,17,12,4,24.99948,121.42756,20260615T211203,70.58823529411765,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_中華路12巷口,樹林區,20,6,14,24.982608838794,121.42111571570142,20260615T204603,30.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_鹿角溪公園,樹林區,13,4,9,24.97151,121.39591,20260615T204804,30.76923076923077,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_東興街,樹林區,15,6,9,24.97872,121.40999,20260615T205504,40.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_東大街,樹林區,15,7,8,24.97563,121.40947,20260615T201005,46.666666666666664,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_東順街36巷口,樹林區,11,6,5,24.97831,121.41149,20260615T205603,54.54545454545454,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_中華路379巷口,樹林區,14,4,10,24.97986,121.41239,20260615T210102,28.57142857142857,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_俊英街125巷口,樹林區,15,6,8,25.0108,121.42446,20260615T211102,40.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_中正路248巷口,樹林區,10,6,4,25.00717,121.41774,20260615T210102,60.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_俊英大安路口,樹林區,14,7,7,25.00379,121.42818,20260615T210505,50.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_柑園街二段363巷口,樹林區,12,5,6,24.94909,121.36809,20260615T211403,41.66666666666667,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_獇寮公園,樹林區,12,9,3,25.00694,121.41264,20260615T211403,75.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_三俊街65巷口,樹林區,15,6,9,25.01585,121.41359,20260615T210802,40.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_俊興俊安街口,樹林區,15,4,11,25.01187,121.41691,20260615T193804,26.666666666666668,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_樹林藝文綜合行政大樓停車場,樹林區,18,1,17,24.99636,121.42853,20260615T211004,5.555555555555555,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_保安立體停車場,樹林區,12,3,9,24.99334,121.42652,20260615T210004,25.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_大雅佳園路口,樹林區,14,5,8,24.94447,121.38067,20260615T205103,35.714285714285715,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_樹林區第三平面停車場,樹林區,13,6,7,24.98928,121.41107,20260615T210703,46.15384615384615,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_學府大雅路口,樹林區,15,4,10,24.95041,121.37901,20260615T205803,26.666666666666668,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_彭厝市場,樹林區,22,15,7,24.97848,121.41828,20260615T211304,68.18181818181817,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_福順街,樹林區,13,5,8,24.97913,121.41555,20260615T204403,38.46153846153847,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_佳園學成路口,樹林區,22,11,11,24.94695,121.385,20260615T211102,50.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_東豐街85巷口,樹林區,12,1,11,24.97375,121.41016,20260615T202716,8.333333333333332,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_八德中華路口,樹林區,15,3,12,24.98144,121.42002,20260615T210004,20.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_佳園路三段101巷80弄口,樹林區,15,10,4,24.94984,121.39488,20260615T182603,66.66666666666666,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_大成學士路口,樹林區,17,3,14,24.94768,121.38196,20260615T210302,17.647058823529413,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_學府大成路口,樹林區,14,7,7,24.9509,121.38139,20260615T210102,50.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_彭厝里(福順街),樹林區,15,11,4,24.97757,121.41641,20260615T211102,73.33333333333333,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_佳園大成路口,樹林區,14,4,10,24.94487,121.38362,20260615T210302,28.57142857142857,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_四維八德街口,樹林區,15,8,7,24.98018,121.42107,20260615T205203,53.333333333333336,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_鎮前街347巷口,樹林區,16,13,3,24.98419,121.41638,20260615T205903,81.25,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_臺鐵樹林車站(後站停車場),樹林區,64,3,61,24.99089,121.42384,20260615T210102,4.6875,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_牡丹車站,雙溪區,60,0,0,25.0590226,121.8518644,20260615T180115,0.0,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_雙溪車站,雙溪區,55,0,0,25.03914,121.8665,20260615T180115,0.0,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_捷運徐匯中學站(1號出口),蘆洲區,38,6,32,25.080312,121.479941,20260615T211403,15.789473684210526,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_溪墘公園,蘆洲區,43,16,27,25.07997,121.47621,20260615T205603,37.2093023255814,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_蘆洲中路公園,蘆洲區,49,20,29,25.0818,121.46822,20260615T211304,40.816326530612244,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_蘆洲李宅古蹟,蘆洲區,30,22,8,25.08496,121.46655,20260615T210302,73.33333333333333,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_永安南路九芎街71巷口,蘆洲區,29,8,20,25.07756,121.46607,20260615T205303,27.586206896551722,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_永安圖書館,蘆洲區,31,10,21,25.0786,121.46223,20260615T203204,32.25806451612903,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_蘆洲中原公園,蘆洲區,45,26,19,25.08332,121.46389,20260615T211403,57.77777777777777,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_鴨母港抽水站,蘆洲區,30,15,15,25.08294,121.45673,20260615T210802,50.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_永康公園,蘆洲區,39,13,20,25.08492,121.45821,20260615T211304,33.33333333333333,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_三民高中(民權路),蘆洲區,45,5,39,25.08802,121.47393,20260615T211403,11.11111111111111,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_捷運三民高中站(1號出口),蘆洲區,12,0,0,25.08582,121.47272,20250717T133303,0.0,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_永平公園,蘆洲區,26,4,15,25.08999,121.45942,20260615T211003,15.384615384615385,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_林建生紀念圖書館,蘆洲區,37,9,27,25.08843,121.46988,20260615T210902,24.324324324324326,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_捷運蘆洲站,蘆洲區,92,11,81,25.09164,121.46403,20260615T211403,11.956521739130435,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_柳堤公園,蘆洲區,41,24,17,25.08799,121.46219,20260615T211203,58.536585365853654,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_彩虹兒童公園,蘆洲區,22,4,18,25.08871,121.4646,20260615T210603,18.181818181818183,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_蘆洲三民公園,蘆洲區,33,12,21,25.09431,121.46013,20260615T202304,36.36363636363637,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_仁愛廣場,蘆洲區,44,16,28,25.09057,121.47162,20260615T211403,36.36363636363637,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_蘆洲延平派出所,蘆洲區,38,18,20,25.08162,121.46162,20260615T211203,47.368421052631575,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_蘆洲國民運動中心,蘆洲區,55,21,34,25.09195,121.46161,20260615T210802,38.18181818181819,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_三民中山一路口,蘆洲區,29,16,13,25.08223,121.476,20260615T211403,55.172413793103445,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_永安兒童公園,蘆洲區,40,1,36,25.08227,121.48224,20260615T211403,2.5,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_鷺江廣場,蘆洲區,32,13,19,25.08562,121.47769,20260615T211403,40.625,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_仁愛街70巷口,蘆洲區,32,3,27,25.09398,121.47126,20260615T210902,9.375,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_水河里活動中心,蘆洲區,31,13,18,25.09345,121.47448,20260615T210802,41.935483870967744,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_蘆洲重陽大樓,蘆洲區,28,4,15,25.08506,121.48189,20260615T211403,14.285714285714285,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_重陽公園,蘆洲區,41,14,26,25.0857,121.484,20260615T210902,34.146341463414636,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_中山二永安南路口,蘆洲區,14,2,12,25.07744,121.46868,20260615T205303,14.285714285714285,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_捷運三民高中站(2號出口),蘆洲區,55,0,55,25.08577,121.47374,20260615T210417,0.0,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_鷺江國中(長興路298巷),蘆洲區,15,1,14,25.09005,121.46106,20260615T211403,6.666666666666667,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_三民長榮路口,蘆洲區,15,7,8,25.09328,121.4616,20260615T211004,46.666666666666664,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_捷運蘆洲站(1號出口),蘆洲區,48,9,39,25.09113,121.4651,20260615T211203,18.75,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_中山一和平路口,蘆洲區,18,4,14,25.07919,121.47162,20260615T210505,22.22222222222222,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_永安南路二段16巷口,蘆洲區,10,3,6,25.07702,121.46765,20260615T210403,30.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_光華長榮路口,蘆洲區,16,1,13,25.08188,121.46407,20260615T210703,6.25,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_長榮路211巷口,蘆洲區,17,16,1,25.08478,121.46108,20260615T210902,94.11764705882352,orange,2026-06-15 21:17:53
New Taipei,YouBike2.0_正和中正路口,蘆洲區,12,3,9,25.08287,121.47059,20260615T211004,25.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_蘆洲兒五公園,蘆洲區,19,5,9,25.08858,121.48056,20260615T211403,26.31578947368421,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_普庵寺,蘆洲區,23,9,10,25.08801,121.48214,20260615T210403,39.130434782608695,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_蘆洲鷺江停車場,蘆洲區,12,5,6,25.08619,121.47693,20260615T210802,41.66666666666667,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_中興復興路口,蘆洲區,12,3,6,25.09016,121.48182,20260615T210505,25.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_鴨母港停車場,蘆洲區,14,1,13,25.08283,121.45584,20260615T164403,7.142857142857142,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_蘆洲中山立體停車場,蘆洲區,15,0,15,25.08355,121.47325,20260615T205115,0.0,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_民族路314巷口,蘆洲區,14,2,8,25.0902,121.47707,20260615T211304,14.285714285714285,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_永安長安街131巷口,蘆洲區,14,9,5,25.08033,121.4596,20260615T211304,64.28571428571429,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_國立空中大學(中正路174巷口),蘆洲區,15,5,10,25.08782,121.4672,20260615T210505,33.33333333333333,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_國道路二段88號,蘆洲區,17,4,13,25.07455,121.47198,20260615T205903,23.52941176470588,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_蘆洲兒四公園,蘆洲區,17,4,11,25.08871,121.47625,20260615T210202,23.52941176470588,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_九芎街90巷口,蘆洲區,15,7,8,25.08024,121.46567,20260615T211203,46.666666666666664,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_民族路257巷/民族路327巷,蘆洲區,39,13,23,25.09021,121.47515,20260615T210703,33.33333333333333,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_三民民族路口,蘆洲區,40,13,27,25.08367,121.47494,20260615T211203,32.5,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_永平公園(東南側),蘆洲區,21,6,15,25.08985,121.45909,20260615T211403,28.57142857142857,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_蘆洲仁愛國小(水湳街),蘆洲區,16,10,5,25.09209,121.46947,20260615T211304,62.5,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_捷運蘆洲站(蘆洲捷運公園),蘆洲區,19,3,16,25.09165,121.46358,20260615T211216,15.789473684210526,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_蘆洲環河公園,蘆洲區,16,8,8,25.09516,121.46046,20260615T190903,50.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_長興光華路186巷口,蘆洲區,13,12,1,25.08285,121.46429,20260615T204804,92.3076923076923,orange,2026-06-15 21:17:53
New Taipei,YouBike2.0_鶯歌火車站(仁愛路),鶯歌區,69,2,67,24.95559,121.35441,20260615T210902,2.898550724637681,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_新北市立圖書館鶯歌分館,鶯歌區,20,11,9,24.9572,121.34946,20260615T210902,55.00000000000001,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_文化館前路口,鶯歌區,44,16,28,24.94948,121.35291,20260615T203602,36.36363636363637,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_鶯歌國民運動中心,鶯歌區,38,12,26,24.95139,121.35733,20260615T204902,31.57894736842105,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_尖山國中,鶯歌區,20,8,12,24.94381,121.34207,20260615T203402,40.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_新北市立鶯歌高級工商職業學校,鶯歌區,56,13,43,24.93923,121.33488,20260615T200802,23.214285714285715,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_鶯歌國中,鶯歌區,30,2,28,24.95119,121.34256,20260615T200903,6.666666666666667,red,2026-06-15 21:17:53
New Taipei,YouBike2.0_永吉國小,鶯歌區,20,9,10,24.95865,121.33308,20260615T202903,45.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_鳳祥公園,鶯歌區,20,9,10,24.96283,121.33025,20260615T205402,45.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_鳳鳴國小,鶯歌區,20,11,9,24.9692,121.3347,20260615T205702,55.00000000000001,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_國際二國際一路口,鶯歌區,20,7,12,24.97577,121.3353,20260615T210505,35.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_鳳福公園,鶯歌區,20,11,9,24.97572,121.32938,20260615T210603,55.00000000000001,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_尖山公園,鶯歌區,29,17,12,24.9482,121.346,20260615T210902,58.620689655172406,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_永昌里兒一公園,鶯歌區,20,6,14,24.956649374562204,121.33959628800724,20260615T195316,30.0,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_南雅育智路口,鶯歌區,22,8,13,24.954,121.346,20260615T210403,36.36363636363637,green,2026-06-15 21:17:53
New Taipei,YouBike2.0_國中二甲路口,鶯歌區,20,6,13,24.939489067109363,121.33868650698288,20260615T190802,30.0,green,2026-06-15 21:17:53
